ratio,base_rate,auroc,brier,ece
0.4,0.042774238058520354,0.9191835942240019,0.024981845639506887,0.029635299254365432
0.5,0.0682602167119841,0.8927807085701822,0.04084814929749989,0.03996217823103265
0.6,0.10194391461385496,0.8719430951467055,0.05917333129237999,0.04843894192585657
